program,features_total_instructions,features_total_basic_blocks,features_total_lines,features_num_functions,features_num_declarations,features_total_function_calls,features_num_br,features_num_conditional_br,features_num_unconditional_br,features_num_switch,features_num_select,features_num_icmp,features_num_fcmp,features_num_ret,features_num_phi,features_num_load,features_num_store,features_num_alloca,features_num_getelementptr,features_num_ptrtoint,features_num_inttoptr,features_num_memcpy,features_num_memset,features_num_memmove,features_num_add,features_num_sub,features_num_mul,features_num_div,features_num_rem,features_num_fadd,features_num_fsub,features_num_fmul,features_num_fdiv,features_num_and,features_num_or,features_num_xor,features_num_shl,features_num_shr,features_estimated_loops,features_num_back_edges,features_num_direct_calls,features_num_indirect_calls,features_num_tail_calls,features_uses_i1,features_uses_i8,features_uses_i32,features_uses_i64,features_uses_float,features_uses_double,features_uses_ptr,features_uses_array,features_uses_vector,features_cyclomatic_complexity,features_avg_block_size,features_memory_intensity,features_branch_intensity,features_arithmetic_intensity,features_call_intensity,features_phi_ratio,features_load_store_ratio,sequences,sequence_lengths,execution_times,binary_sizes
01_insertion_sort,80,13,195,2,6,8,13,4,9,0,0,4,0,2,1,34,18,12,6,0,0,0,0,0,4,3,1,0,1,0,0,0,1,0,0,0,0,0,1,17,8,0,0,5,1,88,28,0,6,0,1,0,4,6.153846153846154,0.65,0.1625,0.1,0.1,0.07692307692307693,1.8888888888888888,"[['deadargelim', 'reassociate', 'sccp', 'mem2reg', 'argpromotion', 'sccp', 'early-cse', 'inline', 'loop-unroll-and-jam'], ['break-crit-edges', 'memcpyopt', 'loop-rotate'], ['always-inline', 'slp-vectorizer', 'argpromotion', 'simplifycfg', 'sroa', 'argpromotion', 'loop-simplify', 'loop-simplify', 'lowerswitch'], ['instcombine', 'loop-rotate', 'licm'], ['globalopt', 'loop-vectorize', 'always-inline', 'slp-vectorizer', 'mem2reg', 'simplifycfg', 'sccp', 'globaldce', 'globaldce', 'deadargelim', 'correlated-propagation', 'dce', 'slp-vectorizer'], ['memcpyopt', 'licm', 'loop-unroll', 'sccp', 'dce', 'simplifycfg', 'loop-rotate', 'instcombine', 'indvars'], ['deadargelim', 'indvars', 'loop-rotate', 'early-cse', 'instcombine', 'sroa', 'licm', 'simplifycfg', 'sroa'], ['dce', 'lowerswitch', 'loop-unroll'], ['slp-vectorizer', 'sroa', 'slp-vectorizer', 'mem2reg', 'slp-vectorizer', 'loop-unroll', 'tailcallelim', 'loop-reduce', 'loop-deletion', 'memcpyopt', 'dce'], ['lowerswitch', 'break-crit-edges', 'slp-vectorizer', 'slp-vectorizer', 'memcpyopt'], ['simplifycfg', 'dce', 'dce', 'gvn', 'reassociate', 'correlated-propagation', 'reassociate', 'gvn', 'lowerswitch'], ['loop-simplify', 'dce', 'dce', 'simplifycfg', 'gvn', 'licm', 'early-cse', 'loop-simplify', 'loop-unroll'], ['loop-simplify', 'instcombine', 'mem2reg', 'adce', 'loop-unroll', 'loop-reduce', 'licm', 'mem2reg', 'simplifycfg'], ['jump-threading', 'break-crit-edges', 'licm', 'loop-deletion', 'correlated-propagation'], ['inline', 'indvars', 'indvars', 'mergereturn', 'argpromotion', 'slp-vectorizer', 'slp-vectorizer'], ['globaldce', 'lowerswitch', 'globaldce', 'simplifycfg', 'slp-vectorizer', 'slp-vectorizer', 'correlated-propagation', 'licm', 'dce', 'adce', 'loop-simplify'], ['mem2reg', 'adce', 'simplifycfg'], ['sccp', 'licm', 'indvars', 'gvn', 'dce', 'reassociate', 'adce', 'jump-threading', 'loop-rotate'], ['globalopt', 'slp-vectorizer', 'loop-unroll-and-jam', 'globaldce', 'partial-inliner', 'sroa', 'loop-reduce', 'argpromotion', 'sroa'], ['deadargelim', 'licm', 'early-cse', 'dse', 'mem2reg', 'deadargelim', 'lowerswitch', 'gvn', 'dce', 'mem2reg', 'loop-unroll-and-jam', 'loop-unroll'], ['break-crit-edges', 'loop-deletion', 'licm', 'licm', 'memcpyopt'], ['partial-inliner', 'globaldce', 'globaldce', 'partial-inliner', 'dse', 'sroa', 'reassociate', 'loop-deletion', 'early-cse', 'memcpyopt', 'sroa'], ['partial-inliner', 'memcpyopt', 'tailcallelim'], ['jump-threading', 'reassociate', 'dce', 'loop-deletion', 'simplifycfg', 'mem2reg', 'gvn', 'indvars', 'instcombine'], ['always-inline', 'slp-vectorizer', 'simplifycfg', 'sroa', 'lowerswitch', 'loop-unroll-and-jam', 'memcpyopt', 'gvn', 'deadargelim'], ['reassociate', 'adce', 'early-cse', 'adce', 'mergereturn', 'mergereturn', 'gvn', 'instcombine', 'loop-unroll-and-jam', 'reassociate', 'instcombine', 'slp-vectorizer', 'loop-simplify', 'dce', 'dse'], ['ipsccp', 'loop-rotate', 'loop-simplify', 'mem2reg', 'instcombine', 'licm', 'tailcallelim', 'simplifycfg', 'indvars'], ['dse', 'correlated-propagation', 'correlated-propagation', 'loop-vectorize', 'sroa', 'loop-simplify', 'dce', 'dse', 'correlated-propagation', 'simplifycfg', 'loop-unroll-and-jam', 'loop-simplify', 'loop-rotate'], ['reassociate', 'indvars', 'mergereturn', 'gvn', 'early-cse', 'licm', 'dce', 'break-crit-edges', 'loop-rotate'], ['argpromotion', 'dce', 'correlated-propagation', 'loop-reduce', 'sccp', 'correlated-propagation'], ['reassociate', 'mem2reg', 'simplifycfg', 'licm', 'loop-reduce', 'instcombine', 'loop-unroll', 'loop-simplify', 'instsimplify'], ['globaldce', 'loop-unroll', 'gvn', 'loop-rotate', 'simplifycfg', 'globaldce', 'dce', 'indvars', 'licm'], ['globalopt', 'argpromotion', 'slp-vectorizer', 'lowerswitch', 'slp-vectorizer', 'loop-vectorize', 'memcpyopt', 'mergereturn', 'loop-reduce', 'mem2reg', 'slp-vectorizer', 'ipsccp', 'globalopt'], ['mem2reg', 'instcombine', 'simplifycfg', 'indvars', 'indvars', 'licm', 'loop-rotate', 'loop-rotate', 'jump-threading'], ['always-inline', 'early-cse', 'globaldce', 'partial-inliner', 'slp-vectorizer', 'memcpyopt', 'simplifycfg', 'jump-threading', 'sroa', 'slp-vectorizer', 'inline', 'inline', 'adce', 'mem2reg', 'indvars'], ['lowerswitch', 'loop-vectorize', 'mem2reg', 'sroa'], ['always-inline', 'memcpyopt', 'simplifycfg'], ['loop-simplify', 'loop-simplify', 'simplifycfg', 'early-cse', 'instcombine', 'tailcallelim', 'mem2reg', 'sroa', 'instcombine'], ['globaldce', 'always-inline', 'instsimplify', 'partial-inliner', 'inline', 'sccp']]","[9, 3, 9, 3, 13, 9, 9, 3, 11, 5, 9, 9, 9, 5, 7, 11, 3, 9, 9, 12, 5, 11, 3, 9, 9, 15, 9, 13, 9, 6, 9, 9, 13, 9, 15, 4, 3, 9, 6]","[0.43817798960000687, 0.4469594556000061, 0.47188175140000793, 0.44540683479999643, 0.44682584000000247, 0.47170805279999967, 0.44536689779999394, 0.44395624219999946, 0.4453906668000059, 0.44028258879999954, 0.43992342380000765, 0.4448521261999986, 0.443955659400001, 0.4435170890000052, 0.44407308400000145, 0.44606112019999955, 0.4463892870000052, 0.4502721306000012, 0.4487133540000059, 0.45144100279999294, 0.46546144840000353, 0.449325432400002, 0.44148679420000575, 0.44549157420000823, 0.4485119338000061, 0.4501675404000025, 0.44685956019999934, 0.44810740860000353, 0.44250708380000103, 0.4483541064000008, 0.44345752659999677, 0.4453794175999974, 0.4456216914000038, 0.45383189219999737, 0.45159642699999836, 0.44898272640000414, 0.4465104296000163, 0.4430549788000008, 0.44343741780000984]","[16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296]"
02_selection_sort,86,14,206,2,6,8,14,4,10,0,0,4,0,2,0,39,20,13,7,0,0,0,0,0,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,18,8,0,0,4,1,96,30,0,6,0,1,0,4,6.142857142857143,0.686046511627907,0.16279069767441862,0.08139534883720931,0.09302325581395349,0.0,1.95,"[['deadargelim', 'reassociate', 'sccp', 'mem2reg', 'argpromotion', 'sccp', 'early-cse', 'inline', 'loop-unroll-and-jam'], ['break-crit-edges', 'memcpyopt', 'loop-rotate'], ['always-inline', 'slp-vectorizer', 'argpromotion', 'simplifycfg', 'sroa', 'argpromotion', 'loop-simplify', 'loop-simplify', 'lowerswitch'], ['instcombine', 'loop-rotate', 'licm'], ['globalopt', 'loop-vectorize', 'always-inline', 'slp-vectorizer', 'mem2reg', 'simplifycfg', 'sccp', 'globaldce', 'globaldce', 'deadargelim', 'correlated-propagation', 'dce', 'slp-vectorizer'], ['memcpyopt', 'licm', 'loop-unroll', 'sccp', 'dce', 'simplifycfg', 'loop-rotate', 'instcombine', 'indvars'], ['deadargelim', 'indvars', 'loop-rotate', 'early-cse', 'instcombine', 'sroa', 'licm', 'simplifycfg', 'sroa'], ['dce', 'lowerswitch', 'loop-unroll'], ['slp-vectorizer', 'sroa', 'slp-vectorizer', 'mem2reg', 'slp-vectorizer', 'loop-unroll', 'tailcallelim', 'loop-reduce', 'loop-deletion', 'memcpyopt', 'dce'], ['lowerswitch', 'break-crit-edges', 'slp-vectorizer', 'slp-vectorizer', 'memcpyopt'], ['simplifycfg', 'dce', 'dce', 'gvn', 'reassociate', 'correlated-propagation', 'reassociate', 'gvn', 'lowerswitch'], ['loop-simplify', 'dce', 'dce', 'simplifycfg', 'gvn', 'licm', 'early-cse', 'loop-simplify', 'loop-unroll'], ['loop-simplify', 'instcombine', 'mem2reg', 'adce', 'loop-unroll', 'loop-reduce', 'licm', 'mem2reg', 'simplifycfg'], ['jump-threading', 'break-crit-edges', 'licm', 'loop-deletion', 'correlated-propagation'], ['inline', 'indvars', 'indvars', 'mergereturn', 'argpromotion', 'slp-vectorizer', 'slp-vectorizer'], ['globaldce', 'lowerswitch', 'globaldce', 'simplifycfg', 'slp-vectorizer', 'slp-vectorizer', 'correlated-propagation', 'licm', 'dce', 'adce', 'loop-simplify'], ['mem2reg', 'adce', 'simplifycfg'], ['sccp', 'licm', 'indvars', 'gvn', 'dce', 'reassociate', 'adce', 'jump-threading', 'loop-rotate'], ['globalopt', 'slp-vectorizer', 'loop-unroll-and-jam', 'globaldce', 'partial-inliner', 'sroa', 'loop-reduce', 'argpromotion', 'sroa'], ['deadargelim', 'licm', 'early-cse', 'dse', 'mem2reg', 'deadargelim', 'lowerswitch', 'gvn', 'dce', 'mem2reg', 'loop-unroll-and-jam', 'loop-unroll'], ['break-crit-edges', 'loop-deletion', 'licm', 'licm', 'memcpyopt'], ['partial-inliner', 'globaldce', 'globaldce', 'partial-inliner', 'dse', 'sroa', 'reassociate', 'loop-deletion', 'early-cse', 'memcpyopt', 'sroa'], ['partial-inliner', 'memcpyopt', 'tailcallelim'], ['jump-threading', 'reassociate', 'dce', 'loop-deletion', 'simplifycfg', 'mem2reg', 'gvn', 'indvars', 'instcombine'], ['always-inline', 'slp-vectorizer', 'simplifycfg', 'sroa', 'lowerswitch', 'loop-unroll-and-jam', 'memcpyopt', 'gvn', 'deadargelim'], ['reassociate', 'adce', 'early-cse', 'adce', 'mergereturn', 'mergereturn', 'gvn', 'instcombine', 'loop-unroll-and-jam', 'reassociate', 'instcombine', 'slp-vectorizer', 'loop-simplify', 'dce', 'dse'], ['ipsccp', 'loop-rotate', 'loop-simplify', 'mem2reg', 'instcombine', 'licm', 'tailcallelim', 'simplifycfg', 'indvars'], ['dse', 'correlated-propagation', 'correlated-propagation', 'loop-vectorize', 'sroa', 'loop-simplify', 'dce', 'dse', 'correlated-propagation', 'simplifycfg', 'loop-unroll-and-jam', 'loop-simplify', 'loop-rotate'], ['reassociate', 'indvars', 'mergereturn', 'gvn', 'early-cse', 'licm', 'dce', 'break-crit-edges', 'loop-rotate'], ['argpromotion', 'dce', 'correlated-propagation', 'loop-reduce', 'sccp', 'correlated-propagation'], ['reassociate', 'mem2reg', 'simplifycfg', 'licm', 'loop-reduce', 'instcombine', 'loop-unroll', 'loop-simplify', 'instsimplify'], ['globaldce', 'loop-unroll', 'gvn', 'loop-rotate', 'simplifycfg', 'globaldce', 'dce', 'indvars', 'licm'], ['globalopt', 'argpromotion', 'slp-vectorizer', 'lowerswitch', 'slp-vectorizer', 'loop-vectorize', 'memcpyopt', 'mergereturn', 'loop-reduce', 'mem2reg', 'slp-vectorizer', 'ipsccp', 'globalopt'], ['mem2reg', 'instcombine', 'simplifycfg', 'indvars', 'indvars', 'licm', 'loop-rotate', 'loop-rotate', 'jump-threading'], ['always-inline', 'early-cse', 'globaldce', 'partial-inliner', 'slp-vectorizer', 'memcpyopt', 'simplifycfg', 'jump-threading', 'sroa', 'slp-vectorizer', 'inline', 'inline', 'adce', 'mem2reg', 'indvars'], ['lowerswitch', 'loop-vectorize', 'mem2reg', 'sroa'], ['always-inline', 'memcpyopt', 'simplifycfg'], ['loop-simplify', 'loop-simplify', 'simplifycfg', 'early-cse', 'instcombine', 'tailcallelim', 'mem2reg', 'sroa', 'instcombine'], ['globaldce', 'always-inline', 'instsimplify', 'partial-inliner', 'inline', 'sccp']]","[9, 3, 9, 3, 13, 9, 9, 3, 11, 5, 9, 9, 9, 5, 7, 11, 3, 9, 9, 12, 5, 11, 3, 9, 9, 15, 9, 13, 9, 6, 9, 9, 13, 9, 15, 4, 3, 9, 6]","[0.22870687000000772, 0.22419182060000936, 0.23500857440000686, 0.2320321571999898, 0.2598623613999962, 0.22695535740000422, 0.22547645299999317, 0.22891554079999993, 0.22907417440000016, 0.2576418926000031, 0.2477867185999969, 0.22850034100000585, 0.22965274820000445, 0.22605468339999674, 0.2290214090000063, 0.23449973979999755, 0.228638241200008, 0.23035814739999977, 0.22841219860000592, 0.2293884729999945, 0.2265278844000022, 0.22895151220000115, 0.2266402802000073, 0.22933222379999735, 0.2293739388000006, 0.2281185989999983, 0.22836935700000255, 0.22845983179999507, 0.22614492120000024, 0.2260188287999938, 0.22779982440000027, 0.22965237340000613, 0.23332021700000496, 0.2350691777999998, 0.2339410235999992, 0.2301276208000047, 0.23369766080000431, 0.2471400324000058, 0.23624974980000388]","[16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296, 16296]"
03_counting_sort,138,20,293,2,7,12,20,5,15,0,0,5,0,2,0,61,28,17,13,0,0,0,0,0,10,4,2,0,1,0,0,0,1,0,0,0,0,0,0,25,12,0,0,5,1,143,50,0,6,0,1,0,4,6.9,0.644927536231884,0.14492753623188406,0.11594202898550725,0.08695652173913043,0.0,2.1785714285714284,"[['deadargelim', 'reassociate', 'sccp', 'mem2reg', 'argpromotion', 'sccp', 'early-cse', 'inline', 'loop-unroll-and-jam'], ['break-crit-edges', 'memcpyopt', 'loop-rotate'], ['always-inline', 'slp-vectorizer', 'argpromotion', 'simplifycfg', 'sroa', 'argpromotion', 'loop-simplify', 'loop-simplify', 'lowerswitch'], ['instcombine', 'loop-rotate', 'licm'], ['globalopt', 'loop-vectorize', 'always-inline', 'slp-vectorizer', 'mem2reg', 'simplifycfg', 'sccp', 'globaldce', 'globaldce', 'deadargelim', 'correlated-propagation', 'dce', 'slp-vectorizer'], ['memcpyopt', 'licm', 'loop-unroll', 'sccp', 'dce', 'simplifycfg', 'loop-rotate', 'instcombine', 'indvars'], ['deadargelim', 'indvars', 'loop-rotate', 'early-cse', 'instcombine', 'sroa', 'licm', 'simplifycfg', 'sroa'], ['dce', 'lowerswitch', 'loop-unroll'], ['slp-vectorizer', 'sroa', 'slp-vectorizer', 'mem2reg', 'slp-vectorizer', 'loop-unroll', 'tailcallelim', 'loop-reduce', 'loop-deletion', 'memcpyopt', 'dce'], ['lowerswitch', 'break-crit-edges', 'slp-vectorizer', 'slp-vectorizer', 'memcpyopt'], ['simplifycfg', 'dce', 'dce', 'gvn', 'reassociate', 'correlated-propagation', 'reassociate', 'gvn', 'lowerswitch'], ['loop-simplify', 'dce', 'dce', 'simplifycfg', 'gvn', 'licm', 'early-cse', 'loop-simplify', 'loop-unroll'], ['loop-simplify', 'instcombine', 'mem2reg', 'adce', 'loop-unroll', 'loop-reduce', 'licm', 'mem2reg', 'simplifycfg'], ['jump-threading', 'break-crit-edges', 'licm', 'loop-deletion', 'correlated-propagation'], ['inline', 'indvars', 'indvars', 'mergereturn', 'argpromotion', 'slp-vectorizer', 'slp-vectorizer'], ['globaldce', 'lowerswitch', 'globaldce', 'simplifycfg', 'slp-vectorizer', 'slp-vectorizer', 'correlated-propagation', 'licm', 'dce', 'adce', 'loop-simplify'], ['mem2reg', 'adce', 'simplifycfg'], ['sccp', 'licm', 'indvars', 'gvn', 'dce', 'reassociate', 'adce', 'jump-threading', 'loop-rotate'], ['globalopt', 'slp-vectorizer', 'loop-unroll-and-jam', 'globaldce', 'partial-inliner', 'sroa', 'loop-reduce', 'argpromotion', 'sroa'], ['deadargelim', 'licm', 'early-cse', 'dse', 'mem2reg', 'deadargelim', 'lowerswitch', 'gvn', 'dce', 'mem2reg', 'loop-unroll-and-jam', 'loop-unroll'], ['break-crit-edges', 'loop-deletion', 'licm', 'licm', 'memcpyopt'], ['partial-inliner', 'globaldce', 'globaldce', 'partial-inliner', 'dse', 'sroa', 'reassociate', 'loop-deletion', 'early-cse', 'memcpyopt', 'sroa'], ['partial-inliner', 'memcpyopt', 'tailcallelim'], ['jump-threading', 'reassociate', 'dce', 'loop-deletion', 'simplifycfg', 'mem2reg', 'gvn', 'indvars', 'instcombine'], ['always-inline', 'slp-vectorizer', 'simplifycfg', 'sroa', 'lowerswitch', 'loop-unroll-and-jam', 'memcpyopt', 'gvn', 'deadargelim'], ['reassociate', 'adce', 'early-cse', 'adce', 'mergereturn', 'mergereturn', 'gvn', 'instcombine', 'loop-unroll-and-jam', 'reassociate', 'instcombine', 'slp-vectorizer', 'loop-simplify', 'dce', 'dse'], ['ipsccp', 'loop-rotate', 'loop-simplify', 'mem2reg', 'instcombine', 'licm', 'tailcallelim', 'simplifycfg', 'indvars'], ['dse', 'correlated-propagation', 'correlated-propagation', 'loop-vectorize', 'sroa', 'loop-simplify', 'dce', 'dse', 'correlated-propagation', 'simplifycfg', 'loop-unroll-and-jam', 'loop-simplify', 'loop-rotate'], ['reassociate', 'indvars', 'mergereturn', 'gvn', 'early-cse', 'licm', 'dce', 'break-crit-edges', 'loop-rotate'], ['argpromotion', 'dce', 'correlated-propagation', 'loop-reduce', 'sccp', 'correlated-propagation'], ['reassociate', 'mem2reg', 'simplifycfg', 'licm', 'loop-reduce', 'instcombine', 'loop-unroll', 'loop-simplify', 'instsimplify'], ['globaldce', 'loop-unroll', 'gvn', 'loop-rotate', 'simplifycfg', 'globaldce', 'dce', 'indvars', 'licm'], ['globalopt', 'argpromotion', 'slp-vectorizer', 'lowerswitch', 'slp-vectorizer', 'loop-vectorize', 'memcpyopt', 'mergereturn', 'loop-reduce', 'mem2reg', 'slp-vectorizer', 'ipsccp', 'globalopt'], ['mem2reg', 'instcombine', 'simplifycfg', 'indvars', 'indvars', 'licm', 'loop-rotate', 'loop-rotate', 'jump-threading'], ['always-inline', 'early-cse', 'globaldce', 'partial-inliner', 'slp-vectorizer', 'memcpyopt', 'simplifycfg', 'jump-threading', 'sroa', 'slp-vectorizer', 'inline', 'inline', 'adce', 'mem2reg', 'indvars'], ['lowerswitch', 'loop-vectorize', 'mem2reg', 'sroa'], ['always-inline', 'memcpyopt', 'simplifycfg'], ['loop-simplify', 'loop-simplify', 'simplifycfg', 'early-cse', 'instcombine', 'tailcallelim', 'mem2reg', 'sroa', 'instcombine'], ['globaldce', 'always-inline', 'instsimplify', 'partial-inliner', 'inline', 'sccp']]","[9, 3, 9, 3, 13, 9, 9, 3, 11, 5, 9, 9, 9, 5, 7, 11, 3, 9, 9, 12, 5, 11, 3, 9, 9, 15, 9, 13, 9, 6, 9, 9, 13, 9, 15, 4, 3, 9, 6]","[0.002412356200011345, 0.0025608802000022025, 0.002518320799998719, 0.0025542411999992963, 0.002580558400006794, 0.0024521866000043247, 0.002502686000002541, 0.002455500400009214, 0.002495636000003287, 0.0025053262000028554, 0.0024895974000003207, 0.0026196364000043103, 0.002513392600002362, 0.0025790939999922103, 0.0023840081999992437, 0.0025718913999980943, 0.0025941837999994277, 0.002530596199989077, 0.0025582995999911874, 0.0025723799999980202, 0.0026271890000032273, 0.0026461258000040288, 0.00253346100000158, 0.0024394699999902513, 0.0024957512000014503, 0.0025860850000015033, 0.003639466399994262, 0.002528806399993755, 0.0024986242000011316, 0.002638186000007181, 0.0025509346000035294, 0.002735210600002347, 0.002547304399990935, 0.002512749400005987, 0.0024121086000036484, 0.0024437652000017353, 0.002531489800003328, 0.002571954600000481, 0.003264362599998094]","[16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344, 16344]"
